Data,Prec_Total_Diária,Temp_Max_Diária,Temp_Med_Diária,Temp_Min_Diária,Vento_Med_Diária
2016-10-05,0.0,31.3,26.616667,22.3,1.775
2016-10-06,0.0,32.3,26.15,20.6,1.433333
2016-10-07,0.0,32.9,26.425,21.3,1.6375
2016-10-15,3.0,30.4,25.958333,21.7,2.495833
2016-10-16,0.4,31.0,26.408333,21.9,2.379167
2016-10-17,0.0,31.0,26.683333,22.9,2.283333
2016-10-18,0.0,30.9,26.3375,22.3,2.004167
2016-10-19,1.0,30.7,25.8875,21.2,1.945833
2016-10-20,0.0,31.5,27.141667,23.7,2.058333
2016-10-21,0.0,32.3,27.4875,25.2,1.8875
2016-10-24,0.0,31.4,27.041667,24.2,2.325
2016-10-26,0.8,31.0,26.5875,23.8,2.433333
2016-10-27,0.0,31.2,26.554167,23.3,2.258333
2016-10-28,0.0,31.7,26.470833,20.7,1.7875
2016-10-29,0.0,32.0,26.804167,21.4,1.745833
2016-10-30,1.0,30.7,27.158333,23.1,2.595833
2016-11-01,0.0,31.2,27.0625,25.3,2.8375
2016-11-02,1.0,30.6,26.3875,24.3,2.6
2016-11-04,0.0,31.5,27.241667,25.0,2.795833
2016-11-05,0.0,31.2,27.120833,25.0,2.608333
2016-11-09,0.0,31.8,27.504167,25.7,2.475
2016-11-12,0.0,32.3,27.770833,24.5,1.883333
2016-11-13,0.0,32.3,27.220833,23.4,1.9875
2016-11-14,0.0,32.5,26.641667,22.5,1.816667
2016-11-16,0.0,32.8,27.4875,23.4,1.625
2016-11-17,0.4,33.0,27.566667,25.3,1.866667
2016-11-19,0.0,33.1,26.925,21.4,1.804167
2016-11-20,0.0,32.3,27.0125,22.1,1.591667
2016-11-21,0.0,32.3,27.3,22.1,1.783333
2016-11-22,0.0,32.2,27.266667,24.0,1.95
2016-11-23,0.0,31.9,27.229167,23.1,1.941667
2016-11-24,0.0,32.5,27.754167,24.0,1.783333
2016-11-25,0.0,32.5,26.65,20.7,1.808333
2016-11-26,0.0,31.9,26.708333,20.7,2.129167
2016-11-28,0.4,32.0,26.670833,21.7,2.0
2016-11-29,0.0,32.3,27.420833,24.1,1.954167
2016-11-30,0.0,33.0,28.008333,23.3,1.758333
2016-12-01,0.0,32.9,28.3375,26.2,2.070833
2016-12-02,0.0,32.8,27.258333,21.4,2.1375
2016-12-04,0.0,32.3,26.5,21.3,1.6125
2016-12-05,0.2,33.0,27.691667,23.0,1.645833
2016-12-06,0.0,33.8,26.983333,21.1,1.4875
2016-12-07,0.0,33.0,27.445833,22.6,1.608333
2016-12-08,0.0,33.1,27.354167,21.2,1.629167
2016-12-09,0.0,33.2,27.729167,22.2,1.725
2016-12-10,0.0,33.1,27.266667,21.7,1.658333
2016-12-11,0.0,33.4,27.8875,22.0,1.8
2016-12-12,0.0,33.6,27.904167,22.5,1.858333
2016-12-14,0.0,33.3,26.679167,20.0,1.525
2016-12-15,2.0,31.5,27.604167,25.5,2.0875
2016-12-16,7.6,31.0,27.025,23.2,1.916667
2016-12-17,1.8,31.0,26.475,24.9,2.058333
2016-12-22,0.6,31.0,27.3875,24.8,2.754167
2016-12-25,0.0,31.7,27.029167,22.7,1.75
2016-12-27,0.0,31.2,27.625,25.7,2.591667
2016-12-29,3.8,30.7,26.995833,25.0,2.2875
2016-12-30,5.0,30.7,26.6375,22.5,2.233333
2016-12-31,0.0,30.7,26.320833,23.2,1.745833
2017-01-01,0.8,30.8,27.0,24.2,2.0625
2017-01-02,0.0,31.9,27.295833,23.4,1.954167
2017-01-03,0.0,31.6,27.129167,23.0,1.7875
2017-01-04,0.0,31.6,27.7625,26.2,2.2
2017-01-05,0.2,30.8,27.179167,25.0,2.583333
2017-01-16,0.0,31.6,27.304167,23.0,2.095833
2017-01-17,0.0,32.9,27.695833,24.4,2.041667
2017-01-18,0.0,32.6,27.8375,25.5,2.208333
2017-01-19,0.0,32.0,27.295833,23.2,2.091667
2017-01-20,1.0,32.5,26.658333,21.3,1.7
2017-01-21,0.0,32.6,28.041667,24.1,1.891667
2017-01-22,0.6,31.1,27.229167,24.0,2.075
2017-01-24,0.0,32.5,28.545833,26.3,2.204167
2017-01-25,0.0,32.8,28.004167,25.6,2.375
2017-01-28,2.0,32.6,27.925,25.1,2.283333
2017-01-30,1.4,31.8,27.545833,24.0,2.1375
2017-02-03,0.0,33.0,28.083333,24.9,1.883333
2017-02-04,0.0,32.5,27.208333,22.4,1.741667
2017-02-05,0.0,32.7,28.204167,23.8,1.891667
2017-02-06,0.0,33.0,28.2875,25.2,2.070833
2017-02-07,0.0,33.1,27.7125,22.6,1.704167
2017-02-08,0.0,33.3,27.408333,21.0,1.633333
2017-02-09,0.0,33.1,28.4625,23.9,1.9625
2017-02-10,0.0,32.9,28.645833,26.6,2.275
2017-02-13,0.0,31.8,27.195833,21.9,1.929167
2017-02-14,0.0,31.3,28.0,26.2,2.4875
2017-02-16,0.2,33.0,27.333333,22.8,1.708333
2017-02-17,0.0,31.2,26.854167,22.6,1.770833
2017-02-21,4.0,32.2,27.429167,23.0,1.6625
2017-02-25,0.0,33.0,27.658333,22.5,1.775
2017-02-26,1.0,32.9,27.520833,22.7,1.566667
2017-02-27,0.0,33.4,28.55,24.7,1.941667
2017-02-28,0.0,32.7,28.5125,25.8,1.6375
2017-03-03,0.0,32.0,27.183333,22.0,1.829167
2017-03-05,15.0,31.0,26.579167,23.3,1.345833
2017-03-07,0.0,31.8,27.504167,23.5,1.729167
2017-03-21,0.0,32.0,27.325,22.5,1.604167
2017-03-22,0.2,32.3,27.791667,24.0,1.770833
2017-03-23,1.0,31.4,27.175,24.0,1.7125
2017-03-25,0.0,32.2,26.4125,21.1,1.270833
2017-03-27,0.0,32.6,27.6375,23.6,1.2875
2017-03-28,0.0,32.9,27.970833,24.0,1.195833
2017-03-29,0.0,32.8,27.554167,22.6,1.129167
2017-03-31,4.6,32.0,28.216667,25.8,1.983333
2017-04-01,0.0,31.8,27.7625,24.0,1.654167
2017-04-05,5.0,30.7,25.929167,23.5,1.454167
2017-04-08,0.0,31.7,27.129167,22.6,1.7125
2017-04-15,11.4,31.3,27.404167,24.0,1.5375
2017-04-16,0.0,30.8,26.9625,24.0,1.5375
2017-04-17,39.0,30.1,26.054167,24.1,1.091667
2017-04-18,0.0,31.3,26.183333,21.5,1.070833
2017-04-19,1.0,30.3,26.043478,23.6,1.443478
2017-04-26,0.0,30.9,25.929167,22.1,1.117391
2017-04-27,0.0,31.8,26.595833,22.1,1.316667
2017-05-01,4.4,30.0,25.616667,23.1,1.5375
2017-05-02,0.8,28.8,23.779167,21.0,0.820833
2017-05-03,58.0,29.6,25.3875,22.7,1.375
2017-05-07,19.0,30.4,25.616667,22.9,1.070833
2017-05-08,8.0,26.8,24.575,23.2,0.841667
2017-05-11,1.4,31.0,25.891667,23.0,1.0
2017-05-12,0.0,30.5,26.141667,23.5,1.3625
2017-05-14,0.0,31.5,26.070833,21.7,0.916667
2017-05-15,0.0,32.1,26.695833,22.7,0.9625
2017-05-16,0.0,33.2,27.029167,22.3,1.0375
2017-05-17,0.0,32.2,26.675,22.6,1.033333
2017-05-19,1.0,31.3,26.966667,23.1,1.345833
2017-05-21,5.0,30.9,26.6,23.6,1.129167
2017-05-23,0.0,31.9,25.895833,21.6,0.95
2017-05-24,4.2,31.0,25.908333,23.0,1.075
2017-05-25,6.6,28.8,24.208333,21.0,0.954167
2017-05-26,24.0,28.3,24.570833,22.6,1.166667
2017-05-27,2.0,30.7,25.375,22.4,1.104167
2017-05-28,53.2,28.5,25.258333,24.0,1.6125
2017-06-03,3.2,30.8,24.933333,22.0,0.970833
2017-06-09,6.2,30.3,25.529167,23.0,1.279167
2017-06-17,1.0,29.1,24.3375,21.5,1.275
2017-06-19,10.2,29.7,24.845833,22.0,1.520833
2017-06-20,4.0,29.4,24.620833,21.9,1.254167
2017-06-21,14.8,29.1,25.066667,23.0,1.833333
2017-06-22,5.0,28.9,24.525,21.5,1.466667
2017-06-29,38.0,26.2,23.795833,22.8,0.9375
2017-07-06,28.0,26.6,22.966667,21.7,1.379167
2017-07-11,1.0,28.5,25.166667,23.4,2.070833
2017-07-15,2.6,28.2,24.45,21.0,2.429167
2017-07-19,1.2,26.0,22.7625,21.2,1.279167
2017-07-21,79.0,28.7,23.579167,22.0,1.333333
2017-07-22,40.0,28.2,23.779167,21.8,1.2
2017-08-02,15.2,27.3,23.070833,21.0,1.1375
2017-08-04,0.0,29.3,23.96087,19.6,0.917391
2017-08-10,0.0,29.5,24.691667,20.8,1.25
2017-08-11,0.0,29.4,24.120833,19.9,1.245833
2017-08-12,0.0,29.3,24.570833,20.5,1.695833
2017-08-15,0.0,29.4,22.991667,17.9,1.2125
2017-08-18,8.8,29.0,23.816667,21.7,0.929167
2017-08-20,2.0,28.9,24.541667,21.6,1.554167
2017-08-25,0.8,29.0,24.8625,22.2,2.170833
2017-08-28,7.8,28.0,23.5625,21.2,1.266667
2017-08-31,0.0,29.3,24.641667,20.2,1.620833
2017-09-01,0.2,29.0,24.341667,20.4,1.786957
2017-09-05,0.0,29.1,24.808333,20.3,1.720833
2017-09-12,6.0,29.0,24.845833,21.7,2.291667
2017-09-14,3.0,28.0,24.7125,21.6,2.308333
2017-09-17,3.6,28.4,23.720833,20.0,1.7
2017-09-21,4.0,29.0,24.629167,21.2,1.816667
2017-09-22,0.0,29.0,25.179167,23.0,2.2
2017-09-24,2.0,27.9,23.358333,18.6,1.695833
2017-09-25,1.0,29.5,24.904167,21.4,2.033333
2017-09-27,1.0,29.3,25.579167,23.6,2.25
2017-09-29,2.0,29.5,26.0,22.5,2.154167
2017-09-30,0.0,29.2,24.5,20.0,1.591667
2017-10-02,0.0,30.2,25.95,21.9,1.995833
2017-10-03,0.0,30.6,26.520833,24.0,2.241667
2017-10-08,1.8,28.2,24.979167,23.0,2.054167
2017-10-11,1.6,29.0,25.145833,22.4,1.854167
2017-10-13,0.0,30.4,26.158333,22.7,1.858333
2017-10-15,0.0,30.1,25.754167,21.2,1.454167
2017-10-16,0.8,29.0,25.695833,22.7,1.770833
2017-10-19,1.8,30.0,25.895833,23.0,2.320833
2017-10-24,9.0,29.4,25.245833,23.0,1.954167
2017-10-26,2.8,30.2,25.795833,23.3,2.0
2017-10-27,1.0,30.6,26.341667,22.4,1.845833
2017-10-28,0.0,30.8,26.841667,24.8,2.141667
2017-10-30,0.0,31.3,26.720833,23.0,1.870833
2017-10-31,0.0,32.5,27.116667,24.2,1.516667
2017-11-01,0.0,32.0,26.345833,21.1,1.229167
2017-11-02,0.0,32.2,27.016667,22.8,1.579167
2017-11-03,0.0,31.6,27.05,24.0,2.045833
2017-11-04,0.0,31.0,27.029167,24.7,2.2125
2017-11-05,0.0,30.8,26.5375,23.6,1.966667
2017-11-06,0.0,31.8,26.033333,20.7,1.575
2017-11-07,0.0,31.4,26.954167,21.5,1.691667
2017-11-08,1.0,31.8,26.779167,23.1,1.7
2017-11-09,0.2,31.0,25.404167,21.0,1.595833
2017-11-10,0.0,32.2,26.975,22.5,1.695833
2017-11-11,1.0,32.5,26.416667,21.6,1.516667
2017-11-12,0.0,31.3,26.470833,20.8,1.379167
2017-11-13,0.0,32.3,27.779167,25.0,1.929167
2017-11-14,0.0,32.1,27.475,23.2,1.8375
2017-11-16,2.0,30.5,26.258333,21.7,2.275
2017-11-19,0.2,31.8,26.3125,21.0,1.65
2017-11-20,0.0,32.0,26.9625,22.6,1.808333
2017-11-21,0.0,32.1,25.916667,21.0,1.55
2017-11-23,0.0,31.9,26.645833,21.7,1.545833
2017-11-24,0.0,32.3,27.9,24.1,1.983333
2017-11-26,0.0,31.4,26.904167,23.9,2.220833
2017-11-27,0.0,31.2,25.704167,20.2,1.833333
2017-11-28,0.0,32.4,26.383333,20.8,1.575
2017-11-29,0.0,31.9,27.4625,25.3,1.683333
2017-11-30,0.2,33.0,27.254167,22.1,1.725
2017-12-01,0.6,33.0,27.341667,23.0,1.829167
2017-12-03,0.0,32.1,27.0375,21.3,1.654167
2017-12-04,0.0,31.9,27.5875,24.9,1.8
2017-12-05,0.0,32.5,27.575,23.1,1.779167
2017-12-06,0.0,32.3,27.416667,22.7,1.645833
2017-12-07,0.0,33.3,27.3125,21.7,1.645833
2017-12-08,0.0,34.0,27.308333,21.9,1.845833
2017-12-09,0.0,33.5,28.05,23.6,2.141667
2017-12-10,0.0,33.6,27.575,23.2,1.979167
2017-12-11,0.0,33.6,27.558333,22.4,1.620833
2017-12-12,0.0,32.9,27.858333,23.0,1.708333
2017-12-13,0.0,32.9,27.954167,25.6,2.029167
2017-12-14,0.0,31.8,26.566667,20.5,1.825
2017-12-15,0.0,32.7,27.8,23.4,2.183333
2017-12-16,0.0,32.9,27.9625,24.6,2.083333
2017-12-20,0.0,30.3,26.329167,23.3,1.816667
2018-01-04,0.0,33.8,27.683333,22.3,1.520833
2018-01-05,0.0,32.9,28.333333,24.8,1.829167
2018-01-06,0.0,32.3,27.354167,22.8,1.654167
2018-01-07,0.0,32.2,28.125,25.7,2.095833
2018-01-08,0.0,31.6,26.745833,22.7,1.908333
2018-01-09,0.0,32.1,26.445833,21.8,1.404167
2018-01-10,0.0,30.0,25.883333,23.1,1.333333
2018-01-11,0.0,31.9,26.658333,22.5,1.425
2018-01-31,0.0,31.2,28.141667,25.8,1.725
2018-02-01,0.0,31.7,27.495833,23.4,1.779167
2018-02-03,0.0,32.3,26.983333,22.1,1.145833
2018-02-04,0.0,32.1,26.533333,21.8,1.220833
2018-02-05,0.0,32.6,27.558333,23.1,1.420833
2018-02-06,0.0,32.6,28.45,25.9,1.841667
2018-02-07,0.0,32.8,28.729167,26.1,1.866667
2018-02-21,28.0,31.6,26.95,22.8,1.245833
2018-02-22,0.0,31.1,27.004167,22.3,1.270833
2018-02-25,1.6,31.0,25.758333,23.0,1.095833
2018-02-27,0.0,32.1,26.9875,22.3,1.508333
2018-03-02,0.0,32.0,26.8875,22.2,1.283333
2018-03-03,0.0,32.4,26.658333,23.1,1.129167
2018-03-04,1.0,30.6,26.141667,23.6,1.025
2018-03-08,0.0,32.5,27.2,22.5,1.483333
2018-03-09,0.0,33.2,27.545833,23.4,1.225
2018-03-10,0.0,32.6,27.379167,22.9,1.291667
2018-03-11,0.0,33.2,27.483333,22.9,1.233333
2018-03-12,0.0,33.6,27.820833,23.2,1.545833
2018-03-13,0.0,33.4,27.925,23.0,1.229167
2018-03-14,0.0,33.0,28.425,24.1,1.420833
2018-03-15,7.8,32.0,26.854167,23.3,1.308333
2018-03-17,0.0,31.8,26.7125,21.7,1.25
2018-03-18,0.0,32.1,26.983333,21.6,1.266667
2018-03-19,0.0,32.6,27.491667,21.9,1.358333
2018-03-21,0.0,32.5,27.7,23.4,1.5125
2018-03-22,0.0,31.9,27.95,24.3,1.341667
2018-03-23,2.6,32.7,27.325,24.0,1.15
2018-03-25,23.0,30.2,25.008333,22.2,0.9125
2018-03-27,0.0,30.9,25.558333,22.4,1.175
2018-03-30,27.0,28.8,24.8875,22.8,0.85
2018-04-04,0.0,32.1,27.395833,23.2,1.391667
2018-04-05,1.0,31.8,27.1,23.1,1.158333
2018-04-10,1.0,30.4,25.575,21.6,1.195833
2018-04-11,40.0,25.5,23.5625,22.4,0.725
2018-04-14,11.0,29.8,25.2625,22.7,0.816667
2018-04-16,12.0,29.0,24.608333,22.5,1.104167
2018-04-17,6.0,30.9,25.670833,22.2,1.129167
2018-04-21,3.0,30.7,25.254167,22.0,0.958333
2018-04-25,20.0,29.6,25.3375,22.9,0.895833
2018-04-27,0.2,30.0,25.345833,22.4,1.15
2018-04-28,1.0,30.9,26.1375,22.3,1.291667
2018-04-29,1.0,30.4,25.970833,22.9,1.266667
2018-04-30,33.0,26.0,24.041667,23.4,0.708333
2018-05-01,37.0,30.7,25.708333,22.5,1.216667
2018-05-03,13.8,29.9,25.245833,23.0,1.1875
2018-05-04,5.0,30.0,25.708333,22.9,1.541667
2018-05-05,16.0,29.1,25.216667,23.0,1.358333
2018-05-08,0.0,30.3,25.308333,21.6,1.295833
2018-05-09,0.0,27.8,24.754167,23.6,0.9875
2018-05-11,10.6,29.7,25.391667,23.0,1.391667
2018-05-12,26.4,30.6,25.679167,23.0,1.029167
2018-05-18,3.0,30.0,25.679167,23.2,1.35
2018-05-20,0.0,31.3,25.333333,21.2,1.041667
2018-05-23,2.0,29.9,25.104167,22.0,1.108333
2018-05-26,1.0,30.1,25.145833,21.2,1.283333
2018-05-30,0.4,29.4,25.9875,22.0,1.845833
2018-06-02,0.4,29.5,25.020833,22.0,0.891667
2018-06-05,2.0,29.2,23.883333,19.9,1.1375
2018-06-06,0.4,30.2,24.841667,21.0,0.870833
2018-06-07,22.2,30.0,25.1375,22.5,1.1375
2018-06-09,0.0,30.1,24.654167,20.9,1.075
2018-06-10,0.2,29.1,25.604167,22.0,1.75
2018-06-13,0.0,29.0,25.947826,24.4,2.056522
2018-06-18,23.2,29.0,24.5375,21.5,1.1125
2018-06-20,19.6,28.0,23.508333,21.1,1.466667
2018-06-25,2.8,29.0,24.716667,21.1,1.483333
2018-06-26,1.0,28.3,23.391667,19.7,1.183333
2018-06-28,6.0,27.7,23.529167,20.8,1.183333
2018-06-29,13.2,28.0,22.758333,19.6,1.083333
2018-07-01,0.0,29.0,24.045833,20.2,1.216667
2018-07-05,0.0,28.4,23.9125,20.1,1.541667
2018-07-10,0.0,27.9,24.195833,21.9,1.358333
2018-07-13,0.4,28.6,24.329167,22.0,1.470833
2018-07-15,0.0,28.9,23.145833,18.8,1.195833
2018-07-16,0.0,28.8,23.320833,19.3,1.208333
2018-07-19,0.0,28.8,24.55,20.8,1.866667
2018-07-22,0.0,27.7,23.2,19.0,1.5875
2018-07-25,2.0,28.1,23.795833,20.3,1.620833
2018-07-27,4.0,25.1,22.6375,21.6,0.991667
2018-07-28,12.0,27.6,24.545833,21.9,2.079167
2018-07-29,0.0,28.6,24.4875,20.8,1.4625
2018-08-04,0.0,29.0,23.304167,18.4,1.329167
2018-08-05,0.0,28.5,24.2,20.4,1.429167
2018-08-09,3.0,27.7,23.679167,21.5,1.170833
2018-08-11,0.0,29.2,23.670833,18.8,1.041667
2018-08-13,0.2,30.0,25.6375,21.6,1.275
2018-08-15,0.0,29.0,24.370833,21.1,1.391667
2018-08-17,0.0,28.5,25.579167,23.5,2.183333
2018-08-18,0.0,28.6,24.225,20.0,1.6375
2018-08-19,0.0,28.8,25.325,22.4,2.183333
2018-08-22,1.0,28.1,24.175,20.6,1.554167
2018-08-23,1.0,28.6,24.0875,20.8,1.65
2018-08-24,0.0,28.4,23.454167,19.3,1.566667
2018-08-28,9.0,28.3,24.2125,20.8,1.7875
2018-09-01,0.0,28.7,22.85,19.5,1.3875
2018-09-02,18.2,27.7,23.691667,21.0,1.520833
2018-09-03,0.0,28.3,24.466667,20.5,1.641667
2018-09-04,0.0,29.5,24.595833,19.8,1.433333
2018-09-05,0.0,29.5,24.341667,19.5,1.254167
2018-09-06,0.0,29.6,24.841667,20.7,1.508333
2018-09-07,0.0,29.2,25.391667,23.6,2.145833
2018-09-11,7.6,28.5,24.733333,22.0,1.908333
2018-09-13,0.0,28.3,23.7875,20.6,1.633333
2018-09-14,0.0,28.4,23.5375,19.0,1.533333
2018-09-17,1.2,29.9,26.1875,24.0,1.833333
2018-09-18,1.0,28.8,25.825,23.5,2.0625
2018-09-20,1.0,29.2,25.304167,22.4,1.904167
2018-09-21,3.0,28.5,25.3875,22.7,2.116667
2018-09-22,0.0,29.7,25.345833,21.7,1.620833
2018-09-23,0.0,28.7,24.3,20.4,1.283333
2018-09-26,0.0,29.4,26.3,23.8,2.495833
2018-09-27,0.0,29.6,25.745833,24.5,2.104167
2018-09-28,5.0,30.3,25.595833,22.6,1.404167
2018-09-30,0.0,29.7,25.9875,24.1,1.8625
2018-10-01,0.0,29.4,25.45,21.2,2.054167
2018-10-02,0.0,29.6,24.566667,20.1,1.225
2018-10-03,0.0,30.5,25.9125,22.6,1.708333
2018-10-05,0.0,30.5,26.604167,23.6,1.820833
2018-10-06,0.2,31.0,25.979167,22.6,1.775
2018-10-07,2.0,28.5,25.745833,24.1,2.1125
2018-10-08,6.0,29.7,25.608333,23.3,2.216667
2018-10-09,0.0,29.1,25.925,23.5,2.083333
2018-10-10,0.0,30.6,26.3375,23.1,2.2
2018-10-11,0.0,30.3,26.529167,24.2,2.0125
2018-10-12,0.0,30.2,26.466667,22.8,1.854167
2018-10-14,0.0,30.6,26.191667,21.7,1.425
2018-10-15,0.0,30.3,25.804167,22.3,1.325
2018-10-18,0.4,31.2,26.929167,23.0,1.629167
2018-10-19,0.0,31.4,26.858333,22.5,1.579167
2018-10-20,0.0,31.2,26.270833,20.8,1.425
2018-10-21,0.0,32.6,25.779167,20.5,1.175
2018-10-22,0.0,31.3,26.245833,21.6,1.566667
2018-10-23,0.0,30.5,26.641667,24.3,2.154167
2018-10-24,0.0,31.6,25.9375,21.4,1.6375
2018-10-25,0.2,31.0,27.1,24.2,2.05
2018-10-26,0.0,31.9,27.0125,22.9,1.783333
2018-10-27,0.0,32.1,27.4625,22.6,1.670833
2018-10-28,0.0,32.3,26.1875,20.0,1.704167
2018-10-29,0.0,32.6,26.816667,21.9,1.679167
2018-10-30,0.0,31.6,27.795833,25.8,1.9625
2018-11-02,0.0,32.2,27.1375,22.2,1.7875
2018-11-03,0.0,31.5,27.108333,24.2,2.108333
2018-11-04,0.0,31.4,26.983333,23.3,1.9875
2018-11-05,0.0,32.3,26.820833,21.3,1.829167
2018-11-07,0.0,31.9,26.5875,24.5,1.691667
2018-11-08,9.0,31.5,25.9625,22.4,1.291667
2018-11-09,1.0,31.4,26.125,21.6,1.633333
2018-11-11,0.0,31.6,27.3,23.7,1.9625
2018-11-12,0.0,31.9,27.520833,23.8,1.941667
2018-11-16,0.0,31.9,27.5875,23.9,1.870833
2018-11-17,0.0,31.8,27.629167,24.0,2.1125
2018-11-18,0.0,31.4,27.608333,25.6,2.670833
2018-11-19,0.0,31.4,27.6875,25.3,2.366667
2018-11-23,0.0,31.8,27.758333,25.1,2.445833
2018-11-27,8.0,28.5,24.9125,24.2,1.6375
2018-11-28,7.8,31.0,26.470833,23.2,1.808333
2018-11-29,0.0,31.0,27.3,24.2,1.908333
2018-12-01,0.4,32.0,27.1875,22.7,1.483333
2018-12-02,0.0,32.4,28.5125,26.2,1.75
2018-12-04,0.0,32.4,27.45,22.6,1.433333
2018-12-05,0.0,32.8,27.383333,23.2,1.329167
2018-12-07,0.0,32.3,27.275,22.9,1.583333
2018-12-08,0.0,32.8,27.308333,22.0,1.291667
2018-12-10,38.0,32.1,27.4875,24.1,2.154167
2018-12-13,0.0,31.1,27.045833,23.0,2.204167
2018-12-16,0.0,31.4,27.220833,24.2,2.166667
2018-12-17,15.0,29.5,26.220833,23.5,1.854167
2018-12-20,0.0,31.2,26.179167,21.8,1.4375
2018-12-21,0.0,30.8,26.775,22.7,1.854167
2018-12-22,1.0,31.1,26.416667,22.6,1.7875
2018-12-24,0.0,32.0,27.6125,25.8,1.704167
2018-12-25,0.0,31.6,27.325,24.8,1.929167
2018-12-26,0.0,31.7,25.545833,20.2,1.391667
2018-12-27,0.0,32.1,25.583333,19.5,1.375
2018-12-30,0.0,32.4,27.029167,20.5,1.479167
2018-12-31,0.8,33.4,27.5875,23.0,1.595833
2019-01-01,0.0,31.5,27.3875,24.3,1.695833
2019-01-03,0.0,32.0,27.066667,21.9,1.875
2019-01-04,0.0,31.7,26.966667,22.5,1.754167
2019-01-05,0.0,31.6,27.566667,25.1,1.858333
2019-01-10,0.0,31.1,27.091667,25.5,1.916667
2019-01-11,2.8,31.1,26.216667,22.0,1.775
2019-01-13,21.0,31.0,26.170833,22.4,1.154167
2019-01-16,0.0,31.5,26.475,22.1,1.616667
2019-01-21,0.0,32.1,28.1375,25.5,2.345833
2019-01-22,3.0,30.3,25.258333,21.6,0.979167
2019-01-23,10.2,31.7,26.454167,22.0,1.295833
2019-01-25,0.0,32.1,27.908333,24.1,2.020833
2019-01-28,0.6,27.2,24.395833,23.0,0.716667
2019-01-29,25.0,30.9,26.275,22.0,1.825
2019-02-01,1.0,31.7,27.370833,23.8,1.616667
2019-02-04,5.0,30.1,25.891667,23.7,0.895833
2019-02-08,0.0,31.4,25.870833,21.0,1.279167
2019-02-11,1.0,31.0,27.595833,25.0,2.025
2019-02-12,0.0,31.5,27.258333,24.4,1.6625
2019-02-13,5.0,26.3,25.058333,25.0,0.725
2019-02-15,0.4,32.0,27.9125,24.6,1.266667
2019-02-16,0.6,33.0,27.825,24.4,1.05
2019-02-18,9.8,32.0,27.595833,24.6,1.445833
2019-02-20,0.0,31.5,26.720833,23.0,1.308333
2019-02-22,5.6,33.0,27.533333,23.7,1.208333
2019-02-23,0.0,32.3,27.65,24.1,1.391667
2019-02-24,0.2,32.4,27.620833,24.0,1.004167
2019-02-27,0.0,32.5,28.283333,24.4,1.454167
2019-02-28,0.0,31.8,27.316667,22.6,1.033333
2019-03-01,0.0,32.0,26.741667,23.4,1.270833
2019-03-09,0.0,32.1,28.3125,25.7,2.045833
2019-03-11,0.0,32.6,27.291667,22.3,1.416667
2019-03-14,2.0,32.2,27.779167,25.0,1.258333
2019-03-17,0.0,33.3,26.708333,21.7,1.225
2019-03-18,23.6,31.7,26.241667,24.0,0.758333
2019-03-19,0.0,33.1,27.4125,23.1,1.016667
2019-03-21,0.0,34.6,28.65,24.1,1.595833
2019-03-22,0.0,35.0,28.641667,24.0,1.183333
2019-03-24,0.0,33.7,28.233333,24.0,1.2
2019-03-25,0.0,32.7,27.758333,23.6,1.091667
2019-03-26,3.6,31.9,25.820833,23.0,0.975
2019-03-28,26.2,31.0,26.1625,23.6,1.1875
2019-03-29,3.8,31.0,26.5625,23.7,1.225
2019-03-31,8.8,29.0,25.504167,23.1,0.854167
2019-04-01,41.2,29.1,25.391667,24.0,0.545833
2019-04-04,2.2,32.9,27.725,24.0,0.891667
2019-04-05,0.0,32.4,27.291667,23.1,1.204167
2019-04-07,1.0,31.5,26.008333,23.3,0.875
2019-04-09,0.0,32.2,27.533333,23.1,1.0625
2019-04-13,29.4,31.0,25.695833,22.9,1.0
2019-04-15,0.0,32.7,26.0875,20.9,0.979167
2019-04-16,0.0,31.8,26.55,22.0,0.970833
2019-04-17,5.2,31.3,25.954167,23.0,0.9625
2019-04-22,0.0,32.2,26.7375,22.1,1.025
2019-04-25,16.8,30.0,25.179167,23.7,1.009524
2019-04-28,0.0,31.2,26.945833,22.9,1.416667
2019-05-03,0.0,31.4,25.758333,21.3,1.32
2019-05-04,0.0,31.2,26.170833,22.6,1.444444
2019-06-03,0.0,31.1,24.8625,20.1,1.61
2019-06-04,7.0,30.5,24.966667,21.3,1.084211
2019-06-11,4.4,30.1,26.0,23.0,1.691667
2019-06-12,3.6,29.0,24.945833,22.1,1.066667
2019-06-14,151.0,29.6,25.770833,22.1,1.595833
2019-06-17,58.0,27.6,23.404167,22.2,0.7375
2019-06-19,2.0,29.4,23.8125,19.5,1.133333
2019-06-21,0.0,29.6,24.947826,21.3,1.634783
2019-06-22,0.0,29.9,26.258333,23.6,2.133333
2019-06-27,15.2,29.3,24.629167,22.0,1.554167
2019-06-29,18.6,29.0,25.529167,22.8,1.966667
2019-07-01,9.0,29.4,24.558333,22.4,1.079167
2019-07-02,2.0,29.9,24.591667,20.6,0.991667
2019-07-03,2.0,27.7,23.904167,22.1,0.641667
2019-07-04,9.4,30.2,24.8,21.0,0.883333
2019-07-07,0.0,30.2,24.4125,20.2,1.0125
2019-07-08,2.6,29.0,24.4375,21.7,1.241667
2019-07-13,26.0,29.0,24.079167,21.9,0.9
2019-07-14,15.0,27.0,23.441667,22.1,0.991667
